"Id","SalePrice"
1705,261686.109263728
1706,414121.266510642
1707,215661.958302297
1708,200177.696972308
1709,263063.940847687
1710,228042.62131985
1711,293547.673881223
1712,242657.689584167
1713,258860.115936942
1714,226840.90415127
1715,220205.086426534
1716,175583.188700941
1717,180195.742084223
1718,135221.854800153
1719,211262.913862027
1720,240324.333811346
1721,146173.704362365
1722,112955.390704126
1723,140394.744627768
1724,194212.639010184
1725,227778.622258077
1726,197904.738529765
1727,145592.108434853
1728,166505.079314634
1729,174919.757021769
1730,180523.026823685
1731,123300.027351478
1732,118479.664272967
1733,108793.073430551
1734,117941.737710859
1735,122445.627447237
1736,106364.850872626
1737,382180.416956535
1738,273763.37591698
1739,251372.815728598
1740,194717.772775506
1741,184108.521540889
1742,182376.25959618
1743,188487.162478001
1744,339817.183392835
1745,212010.542407506
1746,222068.809956613
1747,213998.718283818
1748,217651.143283875
1749,145813.938495502
1750,135292.933608624
1751,252728.258737223
1752,114317.856038927
1753,148305.346639995
1754,203552.616203207
1755,150207.947372032
1756,138675.735836803
1757,117301.484585726
1758,151257.235001469
1759,174943.162065148
1760,168237.13423303
1761,153215.525223058
1762,183311.204194042
1763,185761.554850347
1764,114605.580531961
1765,163059.626815787
1766,184701.719405991
1767,232002.032543203
1768,141874.291484361
1769,172882.041303363
1770,150444.470894826
1771,122343.488743592
1772,133290.08954489
1773,127869.64329043
1774,136404.418896955
1775,141147.306187216
1776,132623.620789965
1777,107048.555896314
1778,142163.970886996
1779,111472.242226011
1780,180206.206247588
1781,128600.100407508
1782,85027.759387539
1783,137485.511801792
1784,102135.934354796
1785,114072.392486946
1786,145303.339106642
1787,161802.550369244
1788,56577.0637472264
1789,98888.7637943679
1790,72443.8736241167
1791,179782.74938443
1792,163231.587634928
1793,136761.451579831
1794,166587.97564721
1795,130818.92867542
1796,145889.82927854
1797,124091.691947137
1798,116351.460035054
1799,111723.349073985
1800,126503.69364706
1801,123597.936557505
1802,153316.725989538
1803,156809.818364453
1804,138059.512392968
1805,139937.261564959
1806,135952.580950616
1807,132355.20666417
1808,127237.316831651
1809,115611.857457421
1810,143094.40868863
1811,90911.1582383153
1812,91014.7196469085
1813,127349.108096965
1814,88326.6000533498
1815,54564.5288052308
1816,93287.3707434573
1817,97988.3213769182
1818,126551.641283413
1819,127458.12203526
1820,50531.7915152033
1821,119748.947477835
1822,143274.602560398
1823,42125.9167078543
1824,133369.804582373
1825,145652.796630328
1826,106105.476817198
1827,106269.904878756
1828,140576.186490155
1829,139107.499457962
1830,134362.684736599
1831,157644.805629639
1832,90052.6204779595
1833,142367.158761041
1834,116803.743761065
1835,114130.261999773
1836,130820.400081156
1837,93325.6829028491
1838,124577.670843711
1839,103250.016746491
1840,138904.406623342
1841,134862.81173276
1842,88973.8714137202
1843,129211.758274143
1844,146533.539026361
1845,141525.83214596
1846,141613.008690576
1847,164508.955996464
1848,53390.9757727009
1849,114841.231700719
1850,114517.617484831
1851,150921.552209861
1852,129661.879579382
1853,117308.383709099
1854,153978.323664602
1855,160795.969500198
1856,220479.127851769
1857,137953.674553999
1858,149402.028994315
1859,132533.178882597
1860,154072.514502335
1861,131649.386502132
1862,340593.709535459
1863,321142.880994556
1864,321142.880994556
1865,321533.060035494
1866,324533.716903424
1867,227324.560395582
1868,288467.101637728
1869,207617.727237693
1870,224482.177728349
1871,274149.836817849
1872,176859.94437888
1873,229305.943811283
1874,154860.867074873
1875,198891.89333141
1876,206180.183263982
1877,202591.115227446
1878,213739.692546513
1879,127275.347957855
1880,148541.035388671
1881,236519.0632692
1882,242347.565872719
1883,189768.034131159
1884,200882.190481691
1885,229938.615966951
1886,292188.359706178
1887,215856.648956349
1888,268252.658888721
1889,171608.611669848
1890,121029.496319753
1891,134993.170991622
1892,93987.5778676958
1893,124767.334004529
1894,113860.670181612
1895,134832.424834581
1896,125982.487684441
1897,114093.728306834
1898,119258.579974071
1899,170691.931608053
1900,173051.934080102
1901,184826.987918929
1902,147943.972545516
1903,226477.407161313
1904,144414.419446412
1905,204130.915502284
1906,172033.518387649
1907,210767.602375788
1908,109096.876716481
1909,142566.213421902
1910,118469.406892451
1911,236469.052559738
1912,336725.61645861
1913,139540.50899518
1914,50703.3491501954
1915,275701.986493903
1916,60414.0508102785
1917,239336.81516856
1918,134304.86305706
1919,187390.564247945
1920,170534.305880784
1921,347614.071806618
1922,303422.921242008
1923,250079.845187223
1924,217332.355011832
1925,206746.057170693
1926,348361.437370304
1927,129575.104336532
1928,151583.387358607
1929,119533.049545856
1930,134480.652662693
1931,137023.05523268
1932,145118.825047663
1933,182858.253420569
1934,178518.343116797
1935,176310.884211396
1936,194386.823360362
1937,182479.081583873
1938,168836.579747439
1939,269851.403035467
1940,203972.387526127
1941,174350.311168955
1942,185879.930556626
1943,240785.727560593
1944,393669.474495527
1945,395695.702285103
1946,128277.471127151
1947,321163.47849627
1948,151953.114258201
1949,222725.763328782
1950,190624.945401916
1951,225060.433193287
1952,201289.572255437
1953,162994.651234846
1954,202389.173547002
1955,140123.949146094
1956,311183.122953899
1957,154759.465714491
1958,261377.811713798
1959,151109.183064709
1960,115593.983247217
1961,122656.966105881
1962,92998.9240180731
1963,100082.189935397
1964,100937.067360958
1965,151413.804633111
1966,135348.379680675
1967,298144.818268744
1968,415905.94873486
1969,387929.515840465
1970,435805.873137894
1971,500781.799826129
1972,380522.92035208
1973,303126.277517069
1974,349340.105286061
1975,513044.466743537
1976,285281.6431679
1977,368643.323739218
1978,371816.74339183
1979,292332.974564204
1980,203308.471861905
1981,316685.118121647
1982,222174.911459356
1983,213759.603988611
1984,181047.776100956
1985,230029.977387124
1986,201849.226738123
1987,193455.259194609
1988,170936.271274944
1989,192732.68560024
1990,206209.23226043
1991,225607.953929718
1992,217334.240539301
1993,172315.692189999
1994,227612.964391329
1995,185506.054584142
1996,250737.070875632
1997,321846.674602697
1998,312019.414241444
1999,294385.057041119
2000,330610.483701076
2001,295323.339174332
2002,267197.872877467
2003,261546.185406876
2004,288666.351803824
2005,235731.241816035
2006,219757.714927956
2007,256815.859485278
2008,204586.577321306
2009,197807.393442946
2010,191763.267202303
2011,134516.540162002
2012,167001.658712174
2013,176409.198109288
2014,181024.399400369
2015,196476.291816698
2016,189811.274400365
2017,194492.387630348
2018,111691.801899141
2019,131160.598945092
2020,95484.5143154922
2021,110174.659665587
2022,195648.183614284
2023,140382.7224311
2024,298601.681831869
2025,362143.386035888
2026,178762.791180667
2027,166110.324269882
2028,172415.301240403
2029,172490.028474925
2030,252285.88512294
2031,248125.13141175
2032,254837.546965175
2033,243886.323745815
2034,174368.218903408
2035,231202.740513808
2036,196833.593662642
2037,198165.018450416
2038,299042.865229453
2039,208364.504086544
2040,287224.67750459
2041,297080.145383509
2042,217948.997716746
2043,165581.280026956
2044,180481.199283836
2045,194954.477185781
2046,138808.740818007
2047,137296.005410093
2048,143619.867310307
2049,140579.022195809
2050,179330.369287461
2051,107298.660512901
2052,133440.615215239
2053,144874.713921712
2054,102300.698197149
2055,153171.56937033
2056,163453.855233165
2057,105775.306618705
2058,199425.106885208
2059,133273.7445083
2060,172790.375332748
2061,170035.374019556
2062,122698.707313537
2063,114551.322717616
2064,133158.705691507
2065,110597.754897413
2066,169833.271319525
2067,125605.108271448
2068,141480.694250984
2069,84631.6206355951
2070,118552.787185329
2071,90688.0227141711
2072,139878.912675976
2073,130615.921270145
2074,178986.513623694
2075,153866.237596394
2076,120436.389971796
2077,138549.522723975
2078,116473.626523723
2079,137714.927114334
2080,118484.67316834
2081,128191.109210473
2082,114336.78639588
2083,156694.937081367
2084,108289.3161406
2085,113814.904674334
2086,125068.882443877
2087,123728.735326253
2088,99272.05767835
2089,73880.4764791913
2090,124492.709612124
2091,103441.532214039
2092,130306.472331723
2093,110811.942376867
2094,109547.161766531
2095,142931.098803025
2096,85218.7965330704
2097,99954.7807643421
2098,145987.469870505
2099,52248.1198517702
2100,84875.662596341
2101,110006.530226389
2102,133251.127164446
2103,99487.9260765883
2104,146658.151119733
2105,121962.99125146
2106,62990.2040993195
2107,179828.986729923
2108,113816.266093174
2109,107767.53327081
2110,132982.716362909
2111,155338.40136495
2112,142052.21596774
2113,122939.903425682
2114,125826.506479149
2115,162647.301464779
2116,119664.879725475
2117,151272.630736002
2118,126034.806681485
2119,113292.695113575
2120,126050.605509122
2121,91901.3436167872
2122,112111.669956163
2123,88304.3405801683
2124,177376.702493127
2125,122187.333311258
2126,141146.586230788
2127,181590.906291281
2128,135879.842701986
2129,93723.2358933086
2130,134730.268593798
2131,159332.435221729
2132,117465.932495671
2133,122909.351548575
2134,126323.64540693
2135,93684.8232548796
2136,74458.5864131389
2137,104305.595606875
2138,131175.090309474
2139,149074.222927943
2140,139533.365171947
2141,173322.941650756
2142,123015.863507179
2143,137735.962338579
2144,106114.936435344
2145,134208.473000706
2146,183758.544801476
2147,145098.826095502
2148,162024.358537998
2149,146507.033989272
2150,247153.239467912
2151,117228.915600527
2152,161620.457844673
2153,175585.308400567
2154,94480.0243321584
2155,144135.135412323
2156,243274.865292862
2157,216379.2025236
2158,223561.093942272
2159,207520.27643946
2160,178961.750927369
2161,236576.76528306
2162,369390.017624708
2163,314021.987585772
2164,236322.588225013
2165,223910.350401213
2166,164442.330335761
2167,224291.0014445
2168,193062.498080714
2169,198872.666476604
2170,216047.971723632
2171,166675.759151185
2172,154604.388396362
2173,192987.50103184
2174,216749.216181449
2175,278394.522526304
2176,307745.742521347
2177,225386.988418716
2178,216101.936605502
2179,134995.118776418
2180,226578.765583465
2181,197257.770539103
2182,226337.624906629
2183,195814.038394339
2184,121230.086414592
2185,129089.621145027
2186,145338.600292346
2187,150277.285716678
2188,170336.574853386
2189,232720.888718437
2190,79153.8380948017
2191,79136.4668478894
2192,83202.1624431086
2193,105028.222657146
2194,107083.195243171
2195,98972.4758117023
2196,116869.426118478
2197,121431.206623751
2198,154722.908966892
2199,195038.241446241
2200,162698.61212196
2201,155516.878573341
2202,215034.374080946
2203,143216.628867529
2204,181260.670420701
2205,123483.195665725
2206,135907.436280531
2207,213093.334799943
2208,290094.406565754
2209,195176.490042051
2210,115541.6172905
2211,124079.522805069
2212,122059.238477993
2213,106592.47860152
2214,141286.758879496
2215,104020.400657216
2216,143521.751748957
2217,66448.2136057053
2218,67589.0925360486
2219,65145.1830087557
2220,60946.3894350037
2221,275580.987642451
2222,261540.162039905
2223,255207.087994134
2224,206671.767434709
2225,131781.187682535
2226,178025.506045285
2227,204260.21904098
2228,277272.595173548
2229,240442.590925858
2230,156317.232247818
2231,205303.290216432
2232,178589.731119625
2233,178298.337718167
2234,247575.170343416
2235,225281.895798951
2236,247696.884547506
2237,301872.353269356
2238,204203.607268094
2239,113825.82882057
2240,152989.811403631
2241,142026.786785646
2242,115371.751504114
2243,133111.059309953
2244,101468.681244378
2245,104365.747927796
2246,136576.560407356
2247,115109.607573979
2248,123811.983833504
2249,118349.160324413
2250,128046.928172485
2251,95078.0617697598
2252,177693.919665994
2253,157632.540734816
2254,179043.631667126
2255,200309.200588103
2256,180198.605083025
2257,208343.009035353
2258,158436.580777855
2259,176641.697868946
2260,163472.560299847
2261,227375.523743528
2262,239860.398331134
2263,383187.416815672
2264,449227.618250721
2265,180567.782800571
2266,314256.3930811
2267,388664.215752806
2268,444274.90315333
2269,161108.947647924
2270,193348.535067584
2271,204761.965289886
2272,197664.84039026
2273,158508.184815798
2274,173265.755865126
2275,148588.276130162
2276,181820.045209817
2277,187312.900740152
2278,167409.26959847
2279,116977.782763061
2280,116766.964659883
2281,152722.519339206
2282,160790.427891854
2283,106304.522128687
2284,99775.8171976894
2285,134750.749248343
2286,126081.198461342
2287,375269.002856476
2288,288956.473549193
2289,351254.719772259
2290,431873.465005884
2291,331627.481357302
2292,450467.213010724
2293,451384.055186008
2294,400198.275662162
2295,435304.480673441
2296,263335.590871678
2297,375245.742067724
2298,340301.959710154
2299,337779.653278678
2300,358289.418361666
2301,322896.338040418
2302,264083.714388301
2303,266116.340171788
2304,252065.357954965
2305,191127.78880855
2306,191253.679829396
2307,209795.338461002
2308,220911.908040525
2309,277764.674450608
2310,211963.089729746
2311,215598.076022162
2312,164632.572919831
2313,170914.258874678
2314,171465.215814248
2315,172319.27519403
2316,203620.521730933
2317,186544.567336097
2318,173142.697077101
2319,174752.984215289
2320,177333.502895224
2321,243383.311023869
2322,184031.215932126
2323,179789.400090725
2324,186590.93928076
2325,197890.744250027
2326,170782.174873913
2327,202299.418808144
2328,219618.269742599
2329,195095.029517605
2330,182105.006186218
2331,341631.207822598
2332,439548.507705616
2333,329880.886608353
2334,270600.572648378
2335,310578.273446777
2336,310452.808300324
2337,193363.844550192
2338,251251.806496269
2339,244011.156310641
2340,368959.84431703
2341,199981.097894428
2342,248063.741221458
2343,241177.333395113
2344,240786.599023709
2345,240815.641303089
2346,213529.18890606
2347,191533.850269134
2348,245187.818099635
2349,171020.111718958
2350,309932.003639834
2351,230405.337091058
2352,257601.213942342
2353,262942.330899459
2354,132873.83792606
2355,142622.620192072
2356,139251.3969449
2357,183086.548209902
2358,188543.160126275
2359,134013.554340627
2360,118740.215816161
2361,146328.849200036
2362,275022.631295192
2363,129845.790152278
2364,159580.315489064
2365,221549.172271198
2366,190530.135294851
2367,219689.955134286
2368,216817.303447521
2369,199320.473817412
2370,174977.676382283
2371,167249.17302594
2372,192041.363577864
2373,309526.070178646
2374,333390.455664893
2375,236718.935329849
2376,276438.752027684
2377,324446.938358337
2378,141722.180082707
2379,203502.119951409
2380,142446.725502186
2381,163465.669252128
2382,214648.451879827
2383,192608.909411932
2384,229201.429309774
2385,162431.711877777
2386,128177.083862212
2387,137661.324070985
2388,106614.618752331
2389,127800.456428061
2390,144491.891271828
2391,139293.274599497
2392,114319.452652616
2393,162468.82965953
2394,139122.576955191
2395,216184.774446753
2396,146920.349322621
2397,210933.377564613
2398,128776.529178344
2399,64475.3753940034
2400,69282.4823234077
2401,124543.560644183
2402,137564.637991185
2403,144189.495777111
2404,147023.208994209
2405,156505.72536725
2406,143042.4936558
2407,124740.633993067
2408,152168.741796738
2409,120015.806373963
2410,179442.070837288
2411,113018.727385434
2412,151980.895500947
2413,127707.363371054
2414,151039.503314282
2415,131616.576198183
2416,130108.452413905
2417,131911.35241796
2418,135709.854048335
2419,124560.040221625
2420,121360.984718181
2421,153790.160941517
2422,97865.6243763414
2423,102592.408017243
2424,161506.634350468
2425,193188.701188472
2426,136299.420406162
2427,131113.111037108
2428,183267.333910233
2429,120431.35264411
2430,133060.628414239
2431,112526.994480317
2432,137730.307893637
2433,139320.500097983
2434,130744.261191758
2435,146624.576239788
2436,97705.0698237651
2437,106582.822276178
2438,116040.241264315
2439,102774.014289525
2440,126404.63804428
2441,88324.8933340948
2442,100640.9152235
2443,129209.269438743
2444,129613.874847245
2445,85822.5120100608
2446,121758.052137567
2447,166979.372049172
2448,131312.525287343
2449,119668.92348107
2450,158869.880138846
2451,126454.343554351
2452,177731.513068688
2453,91787.3990779079
2454,111331.57573013
2455,127163.672128498
2456,129577.887004651
2457,130418.395222281
2458,132793.549043458
2459,103249.354268066
2460,145298.396380152
2461,140347.846085382
2462,135219.261608945
2463,132764.912492377
2464,160970.789634336
2465,143239.613671694
2466,116460.329566095
2467,130641.653275505
2468,84774.392767947
2469,81711.9368200109
2470,182904.316211936
2471,215727.562661312
2472,154874.793418517
2473,123405.219031092
2474,81566.1604324641
2475,230364.454485575
2476,123183.881137734
2477,120502.263820582
2478,155685.908917178
2479,103707.63313253
2480,151057.049805283
2481,120557.89730008
2482,123803.192020586
2483,112641.48872215
2484,124168.866348772
2485,121318.878164437
2486,139415.606433342
2487,164976.855323662
2488,175414.869609605
2489,151378.487963567
2490,139136.194992263
2491,103374.716981735
2492,198415.55163798
2493,152762.98754311
2494,145564.094485459
2495,93371.0367606095
2496,256029.711964153
2497,147688.013920518
2498,105145.308360802
2499,84819.9452289389
2500,110416.918893561
2501,129555.937388636
2502,133358.587012711
2503,95142.8961052726
2504,167254.928529594
2505,222627.629061638
2506,239496.214659912
2507,260327.739062352
2508,239262.835595614
2509,220169.977085336
2510,218007.065036864
2511,173589.129255943
2512,215548.923074331
2513,220261.350870129
2514,289399.937358186
2515,144050.206595673
2516,182661.939633337
2517,155447.113415276
2518,149776.997952709
2519,235920.144049521
2520,214215.75204766
2521,187854.847266999
2522,223477.198181971
2523,131692.35904865
2524,138479.550865864
2525,148269.28395773
2526,143569.707153758
2527,123592.435731061
2528,131485.55773596
2529,133330.899322576
2530,141339.479723804
2531,250527.063958464
2532,226734.837650622
2533,196152.959976572
2534,235130.745211191
2535,274771.706219916
2536,242409.337345088
2537,232830.852061603
2538,179053.554833592
2539,191800.861942956
2540,173494.83729554
2541,186440.770005831
2542,165770.356761127
2543,122858.954244516
2544,120243.095047355
2545,138499.710709785
2546,131906.337425128
2547,144650.588464118
2548,152530.641284993
2549,154632.096204359
2550,542137.771599407
2551,134876.545865147
2552,128875.018877447
2553,71964.1162963163
2554,94324.2048507437
2555,119294.301187524
2556,92397.5688926115
2557,107334.14069931
2558,154118.413293839
2559,143985.213260999
2560,165400.076504544
2561,174665.018727864
2562,147475.935503687
2563,168387.666452644
2564,207976.187857188
2565,147687.156366801
2566,163411.413509947
2567,147209.364882662
2568,187195.460994653
2569,203017.442647226
2570,115902.774010372
2571,179695.457309731
2572,152570.430258712
2573,217554.152624328
2574,282723.572096069
2575,136648.251737618
2576,119452.127463655
2577,147397.083711483
2578,88667.4030281702
2579,67149.6042761825
2580,79259.073543723
2581,92015.7024601577
2582,95980.2826586093
2583,254248.775751309
2584,167146.551415932
2585,177128.175514994
2586,198823.982166729
2587,192239.29663131
2588,128543.863850038
2589,149193.996116139
2590,210892.758483132
2591,242453.542509353
2592,200230.585127533
2593,228949.867591806
2594,192152.176742634
2595,218794.594878478
2596,278043.66644623
2597,192724.068480848
2598,281140.735704737
2599,318211.775781206
2600,145681.300138046
2601,144531.841502663
2602,83378.792204093
2603,89755.0605423731
2604,91947.0503156486
2605,76770.9250716498
2606,134620.223965973
2607,208757.786104781
2608,202977.742773716
2609,178947.181364724
2610,106581.312823961
2611,116086.146909216
2612,151585.881450225
2613,130563.657171767
2614,121188.588748053
2615,152213.862317811
2616,149449.918679766
2617,176432.907643683
2618,191703.16681144
2619,195108.527014673
2620,188873.057839037
2621,174922.760012085
2622,184523.114220799
2623,220884.94398924
2624,273328.526473407
2625,258584.3600287
2626,176501.546992261
2627,186851.571819884
2628,455984.794545611
2629,481379.668119724
2630,416557.969387705
2631,436948.313888072
2632,396387.407073476
2633,326233.981999762
2634,438733.886858235
2635,155984.584534878
2636,177286.413575339
2637,181109.375046765
2638,262154.816825971
2639,183975.765573047
2640,149220.458532466
2641,106369.002388424
2642,165045.413226163
2643,107893.590918997
2644,125127.511782314
2645,106814.723443312
2646,93510.9304945324
2647,101969.889889553
2648,142701.40853406
2649,164892.35055865
2650,136653.869513298
2651,139728.221192724
2652,382163.972993817
2653,262697.312747599
2654,263502.501686949
2655,400177.803826001
2656,311319.666195055
2657,340028.438379421
2658,305167.923836732
2659,351732.771056201
2660,360368.54910973
2661,372944.357308929
2662,368608.631597719
2663,293105.642359242
2664,276747.136508905
2665,342936.65616473
2666,286185.201891708
2667,165525.374057773
2668,171643.101423972
2669,170322.079678751
2670,260857.25269145
2671,176166.181997699
2672,191415.494510543
2673,199379.055861971
2674,187674.905271892
2675,173559.053856013
2676,192614.727249944
2677,197669.039919132
2678,236244.338818496
2679,289372.913550891
2680,308166.417184287
2681,408583.975754724
2682,322821.80990911
2683,510368.019975269
2684,347610.654410436
2685,330562.780327741
2686,239795.574530186
2687,289433.899362695
2688,205310.41487171
2689,208537.964779127
2690,344488.258947377
2691,194617.464873881
2692,143153.3631136
2693,185405.563877365
2694,120652.471195457
2695,187644.234772786
2696,181737.113693797
2697,181157.023184722
2698,204611.902848208
2699,163019.219561645
2700,147274.173301719
2701,144160.429319328
2702,106119.448996093
2703,126322.604528842
2704,150862.285168375
2705,107037.346375539
2706,105360.088338017
2707,119002.15231388
2708,122275.111989199
2709,103961.10878732
2710,124610.031620944
2711,303267.338781436
2712,420550.722043554
2713,167967.583628838
2714,151201.640205559
2715,176035.190868327
2716,151559.049731229
2717,198789.687109812
2718,221514.112653284
2719,141275.746441933
2720,179308.125961842
2721,125975.419258164
2722,169875.191307677
2723,154916.795358568
2724,119822.298652187
2725,125817.804558667
2726,138029.603498339
2727,182264.965528983
2728,179579.970555695
2729,152131.322918168
2730,146209.347751167
2731,129387.549110685
2732,123688.011963759
2733,170737.294748081
2734,147876.902628131
2735,128376.20275123
2736,146800.479342065
2737,116324.35604745
2738,135758.315368769
2739,150179.369925331
2740,136817.161122457
2741,126315.271598945
2742,149004.328686453
2743,149462.939444312
2744,155879.835112727
2745,151502.875395711
2746,127881.827286544
2747,160420.859590336
2748,134008.238570941
2749,122992.90567641
2750,125333.63237612
2751,123404.796396557
2752,209305.52946196
2753,158902.34481825
2754,200564.848832346
2755,137159.203216694
2756,89800.5393724149
2757,70080.5219583271
2758,85332.6870097515
2759,158439.530427982
2760,117209.783896755
2761,133996.432831817
2762,135652.594640033
2763,204973.302282109
2764,153916.836536275
2765,296069.17545933
2766,131239.077992226
2767,80640.1844889343
2768,116434.617127833
2769,122645.08597255
2770,139659.204673039
2771,106088.754739167
2772,106328.164543134
2773,145163.582317366
2774,136922.683475271
2775,114717.731781765
2776,142187.129350544
2777,146324.338369918
2778,115477.255996534
2779,116093.257315149
2780,98544.520642198
2781,94998.8605438581
2782,90106.789592046
2783,96331.0375325551
2784,123724.6895732
2785,131361.2688473
2786,61526.7660980126
2787,119957.998390242
2788,73416.6771153595
2789,156919.864270992
2790,92960.9408601522
2791,105566.591559842
2792,49278.2401594832
2793,151856.190498918
2794,100841.123482631
2795,124498.838267374
2796,94982.7646883348
2797,171394.51062224
2798,118623.976844703
2799,116778.958612584
2800,72320.0100183616
2801,107684.550193165
2802,128995.32660561
2803,146883.352697925
2804,137666.293797576
2805,98334.990023766
2806,87584.6128583931
2807,159100.712871137
2808,147473.082922387
2809,127535.245487104
2810,131347.551672018
2811,162546.778933256
2812,168523.901366279
2813,150973.924562005
2814,152638.441261863
2815,91684.6703380426
2816,240255.2072819
2817,164326.160102606
2818,120494.177632655
2819,181082.473796078
2820,129013.057726957
2821,107432.814783887
2822,185245.036946391
2823,261335.183491366
2824,157093.24892317
2825,148295.034147179
2826,126801.077942038
2827,132282.73825893
2828,220835.364371542
2829,233306.641776365
2830,212228.651138479
2831,186063.32102757
2832,221228.027683688
2833,284942.424020854
2834,216212.413315414
2835,231675.993627829
2836,192819.76687498
2837,176911.333750952
2838,149063.42440179
2839,172796.272545772
2840,200761.280459434
2841,202169.544313657
2842,223803.130035078
2843,168233.635141881
2844,178628.63021604
2845,133667.795312725
2846,207424.229797691
2847,209955.231558962
2848,213005.77927823
